Date,MSFT,AAPL,AMZN,FB,BRK.B,JPM,JNJ,XOM,MMM,ABT,ALXN,ALGN,BAC,BK
2013-09-25,32.505,481.53,312.65,49.46,115.51,51.7,87.08,87.14,120.2,33.67,113.05,47.42,14.14,30.52
2013-09-26,32.77,486.22,318.12,50.39,115.79,51.89,87.07,87.07,120.66,33.66,115.97,48.08,14.08,30.59
2013-09-27,33.27,482.75,316.01,51.24,114.85,52.24,86.73,86.9,120.22,33.14,116.42,47.78,13.9,30.24
2013-09-30,33.28,476.75,312.64,50.23,113.51,51.69,86.69,86.04,119.41,33.19,116.16,48.1,13.8,30.19
2013-10-01,33.58,487.96,320.95,50.42,114.14,51.96,87.47,86.0,119.62,33.78,117.39,49.26,13.9,30.75
2013-10-02,33.92,489.56,320.51,50.28,114.41,52.09,87.29,86.08,119.2,33.9,116.75,48.87,14.06,30.46
2013-10-03,33.86,483.41,314.76,49.183,113.37,51.94,86.58,85.5,118.55,33.29,114.22,47.87,14.0,29.92
2013-10-04,33.88,483.03,319.04,51.04,113.75,52.67,87.31,86.32,119.4,33.56,116.44,45.8,14.05,30.5
2013-10-07,33.3,487.75,310.03,50.515,112.86,51.83,86.59,85.9,118.69,33.5,114.49,45.02,13.81,30.23
2013-10-08,33.01,480.94,303.23,47.14,111.37,50.87,85.61,85.51,117.16,33.01,108.47,44.03,13.69,29.57
2013-10-09,33.07,486.588,298.23,46.77,111.77,50.75,85.96,85.16,117.57,33.17,105.48,44.02,13.84,29.78
2013-10-10,33.76,489.638,305.174,49.05,114.84,52.52,87.78,86.04,119.34,33.64,108.674,42.52,14.23,30.81
2013-10-11,34.13,492.812,310.889,49.11,115.81,52.51,89.45,86.95,120.72,33.76,108.81,43.35,14.19,30.77
2013-10-14,34.45,496.04,310.7,49.51,116.0,52.71,89.8,87.6,121.4,34.0,107.01,43.46,14.35,31.18
2013-10-15,34.49,498.68,306.4,49.5,114.63,52.31,89.93,86.79,119.82,33.71,108.24,43.01,14.24,30.85
2013-10-16,34.64,501.114,310.49,51.135,116.69,54.0,91.11,87.31,120.94,35.9,110.96,43.72,14.56,30.76
2013-10-17,34.92,504.5,310.77,52.21,116.92,54.21,91.97,87.48,122.62,37.17,110.79,45.93,14.66,31.33
2013-10-18,34.96,508.89,328.931,54.22,116.97,54.3,91.63,87.55,122.84,37.29,108.43,57.98,14.63,31.48
2013-10-21,34.99,521.362,326.44,53.85,116.89,54.27,91.2,87.23,123.25,36.86,105.88,58.25,14.52,31.62
2013-10-22,34.58,519.867,332.54,52.675,117.49,53.62,92.36,87.98,123.8,37.02,107.72,56.67,14.52,31.59
2013-10-23,33.76,524.96,326.756,51.9,116.41,52.75,92.1,87.61,123.2,37.23,109.66,57.51,14.21,31.58
2013-10-24,33.72,531.91,332.21,52.445,116.84,52.48,92.35,88.42,123.49,37.21,116.7,56.57,14.17,31.66
2013-10-25,35.73,525.958,363.39,51.95,117.03,52.77,92.09,87.97,124.42,37.25,125.17,56.0,14.26,31.83
2013-10-28,35.57,529.876,358.16,50.229,116.94,52.68,92.39,88.23,124.92,37.28,124.2,56.05,14.23,31.83
2013-10-29,35.52,516.678,362.7,49.395,117.41,52.73,93.14,88.93,125.28,37.28,124.08,57.24,14.15,32.13
2013-10-30,35.54,524.896,361.08,49.01,116.34,52.6,92.79,88.81,124.79,36.94,125.5,56.78,14.17,31.99
2013-10-31,35.405,522.702,364.03,50.205,115.09,51.54,92.61,89.62,125.85,36.55,122.95,57.06,13.97,31.8
2013-11-01,35.525,520.03,359.002,49.75,115.27,52.51,93.37,89.82,125.9,36.96,123.358,56.75,14.02,32.36
2013-11-04,35.94,526.75,358.74,48.22,114.87,52.04,93.03,92.1,126.32,36.98,122.93,58.03,14.04,32.51
2013-11-05,36.64,525.449,358.892,50.105,114.36,51.95,92.81,91.99,126.12,37.36,119.54,56.65,13.93,32.35
2013-11-06,38.18,520.92,356.18,49.12,114.91,52.1,93.04,93.22,127.13,37.56,116.32,57.09,13.96,32.37
2013-11-07,37.5,512.492,343.56,47.56,113.83,51.65,92.69,91.96,126.41,37.64,114.1,56.63,13.8,32.01
2013-11-08,37.78,520.56,350.31,47.53,115.88,53.96,94.05,92.73,127.99,38.12,117.43,58.24,14.32,33.15
2013-11-11,37.59,519.048,354.378,46.2,115.65,54.1,94.29,92.96,127.95,37.9,116.17,58.59,14.4,33.08
2013-11-12,37.36,520.01,349.53,46.605,114.21,53.97,93.56,92.67,128.36,37.47,115.72,58.5,14.32,32.56
2013-11-13,38.155,520.634,356.22,48.71,114.81,54.14,93.34,92.59,128.59,37.77,116.6,58.38,14.64,33.0
2013-11-14,38.021,528.16,367.396,48.99,115.69,54.4,93.92,93.22,129.79,37.76,119.97,54.68,14.795,33.13
2013-11-15,37.841,524.991,369.17,49.01,116.3,54.87,94.39,95.27,129.85,38.05,124.07,55.41,14.92,33.42
2013-11-18,37.2,518.629,366.18,45.83,115.9,55.74,94.3,95.45,130.13,37.94,120.97,54.0,14.92,33.13
2013-11-19,36.74,519.55,364.94,46.36,115.84,56.15,94.86,95.42,130.05,38.71,118.45,52.44,15.2,32.98
2013-11-20,37.08,515.0,362.57,46.43,114.9,56.1,95.15,94.68,129.18,38.18,119.06,52.69,15.14,33.33
2013-11-21,37.4,521.136,368.92,46.7,116.42,57.22,95.2,94.69,130.35,38.07,121.3,53.89,15.59,33.72
2013-11-22,37.57,519.8,372.31,46.23,116.96,57.46,95.25,95.01,131.02,38.25,122.79,54.15,15.64,33.63
2013-11-25,37.64,523.74,376.64,44.82,115.63,57.65,95.63,95.09,131.23,38.15,122.17,53.58,15.81,33.78
2013-11-26,37.35,533.4,381.37,45.89,116.58,57.17,95.06,94.27,132.15,38.07,121.9,53.93,15.88,33.65
2013-11-27,37.6,545.96,386.71,46.49,116.58,57.48,94.98,93.8,133.5,38.32,121.24,54.76,15.83,33.91
2013-11-29,38.13,556.07,393.62,47.01,116.53,57.22,94.66,93.48,133.51,38.19,124.5,54.64,15.82,33.7
2013-12-02,38.45,551.23,392.3,47.06,115.33,56.98,94.28,93.52,127.68,38.14,123.8,55.11,15.73,33.64
2013-12-03,38.31,566.322,384.66,46.73,114.79,56.86,93.97,94.39,126.6,37.6,122.16,55.17,15.54,33.2
2013-12-04,38.94,565.0,385.96,48.62,115.3,57.19,93.63,94.67,126.46,37.36,122.65,54.65,15.63,33.37
2013-12-05,38.0,567.901,384.49,48.34,114.96,55.82,92.97,94.13,126.83,36.92,122.17,54.53,15.43,33.13
2013-12-06,38.36,560.02,386.95,47.94,116.66,56.06,94.44,95.65,128.61,37.53,125.45,55.46,15.56,33.62
2013-12-09,38.705,566.43,384.89,48.84,117.14,56.51,94.44,95.84,128.57,37.2,125.84,55.75,15.58,33.65
2013-12-10,38.11,565.55,387.78,50.245,115.61,56.7,94.14,95.71,127.55,37.11,125.25,54.87,15.56,33.5
2013-12-11,37.61,561.36,382.19,49.38,114.51,56.07,93.11,94.26,126.77,36.58,121.6,53.68,15.25,32.84
2013-12-12,37.22,560.54,381.25,51.83,114.38,56.31,91.16,95.36,126.58,36.29,122.35,54.12,15.25,32.84
2013-12-13,36.69,554.43,384.24,53.32,114.06,56.17,91.35,95.31,126.43,36.4,123.69,54.2,15.18,32.91
2013-12-16,36.885,557.5,388.97,53.81,113.96,56.42,91.37,97.22,127.66,36.53,123.78,55.58,15.24,33.14
2013-12-17,36.52,554.99,387.65,54.86,113.63,55.72,90.66,96.75,131.39,36.61,123.06,56.0,15.18,32.86
2013-12-18,36.58,550.77,395.96,55.57,116.14,57.24,92.64,99.54,135.8,38.12,128.65,57.16,15.69,33.89
2013-12-19,36.25,544.46,395.19,55.05,116.36,57.23,91.98,99.43,136.41,38.03,130.75,56.47,15.75,33.87
2013-12-20,36.8,549.02,402.2,55.12,115.6,57.7,92.09,98.68,136.72,37.84,130.64,57.03,15.6,33.88
2013-12-23,36.62,570.09,402.92,57.77,117.04,58.24,92.03,98.51,136.8,38.44,130.9,58.04,15.69,34.37
2013-12-24,37.08,567.67,399.2,57.96,117.43,58.25,92.06,99.22,136.99,38.19,131.06,57.96,15.7,34.41
2013-12-26,37.44,563.9,404.39,57.73,117.99,58.2,92.54,100.9,138.29,38.35,132.91,57.77,15.65,34.56
2013-12-27,37.29,560.09,398.08,55.44,118.0,58.14,92.35,101.51,139.35,38.37,131.57,57.2,15.67,34.5
2013-12-30,37.29,554.52,393.37,53.71,118.04,57.95,92.3,100.31,139.42,38.41,132.7,57.05,15.54,34.54
2013-12-31,37.41,561.02,398.79,54.649,118.56,58.48,91.59,101.2,140.25,38.33,132.884,57.14,15.57,34.94
2014-01-02,37.16,553.13,397.97,54.71,117.5,58.21,91.03,99.75,138.13,38.23,133.44,56.96,16.1,34.56
2014-01-03,36.91,540.98,396.44,54.557,117.57,58.66,91.85,99.51,138.45,38.64,131.72,57.17,16.41,34.96
2014-01-06,36.13,543.93,393.63,57.2,116.28,59.0,92.33,99.66,137.63,39.15,129.86,59.9,16.66,34.95
2014-01-07,36.41,540.038,398.03,57.92,116.19,58.32,94.29,101.07,137.65,38.85,133.17,61.362,16.5,34.54
2014-01-08,35.76,543.46,401.92,58.23,115.34,58.87,94.16,100.74,136.63,39.2,134.0,60.73,16.58,34.66
2014-01-09,35.53,536.519,401.01,57.22,115.32,58.76,94.73,99.76,136.45,39.27,134.07,60.34,16.83,34.7
2014-01-10,36.04,532.94,397.66,57.94,114.97,58.49,94.74,100.52,136.18,39.57,135.21,60.71,16.77,34.23
2014-01-13,34.98,535.73,390.98,55.91,114.01,57.7,94.5,98.55,134.68,39.11,130.61,58.69,16.43,33.5
2014-01-14,35.78,546.39,397.54,57.74,114.96,57.74,94.72,99.12,137.41,39.57,137.66,60.4,16.77,33.82
2014-01-15,36.76,557.36,395.87,57.6,115.85,59.49,94.8,98.78,138.44,39.53,137.03,62.23,17.15,34.16
2014-01-16,36.89,554.25,395.8,57.19,115.24,58.99,94.64,98.94,138.16,39.54,139.81,62.12,17.08,33.92
2014-01-17,36.38,540.67,399.61,56.3,115.07,58.11,95.06,99.16,137.31,39.4,139.71,63.95,17.01,32.7
2014-01-21,36.17,549.07,407.05,58.51,115.15,58.17,94.03,98.5,136.99,39.12,142.58,62.67,17.01,33.09
2014-01-22,35.93,551.51,404.54,57.51,115.26,57.59,94.32,97.88,136.48,38.07,140.75,63.2,17.15,33.41
2014-01-23,36.055,556.18,399.87,56.63,113.5,56.47,92.74,96.97,134.71,37.43,137.94,63.4,16.86,33.12
2014-01-24,36.805,546.07,387.6,54.45,111.81,55.09,90.61,94.85,130.22,36.58,133.64,58.88,16.45,32.34
2014-01-27,36.03,550.5,386.28,53.55,111.5,55.09,89.94,94.92,128.96,36.3,129.82,55.43,16.31,32.04
2014-01-28,36.27,506.5,394.43,55.14,112.01,55.74,90.1,95.65,129.81,36.37,133.01,57.47,16.73,32.22
2014-01-29,36.66,500.75,384.2,53.53,111.28,55.53,88.9,95.11,130.25,35.85,133.73,57.74,16.68,31.73
2014-01-30,36.86,499.782,403.01,61.08,113.0,56.0,89.5,93.99,128.05,36.53,162.0,58.49,16.93,32.41
2014-01-31,37.84,500.6,358.69,62.57,111.6,55.36,88.47,92.16,128.19,36.66,158.73,59.42,16.75,31.96
2014-02-03,36.48,501.53,346.15,61.48,108.99,54.31,86.78,90.05,123.9,35.85,154.67,54.96,16.35,30.91
2014-02-04,36.35,508.79,347.95,62.75,109.13,54.95,86.62,90.02,126.72,36.25,156.21,55.23,16.35,31.19
2014-02-05,35.82,512.59,346.45,62.19,108.78,55.21,87.28,89.58,127.36,36.35,154.49,54.67,16.4,30.93
2014-02-06,36.18,512.51,354.59,62.16,110.16,56.48,88.75,89.8,128.9,36.65,157.4,54.01,16.69,31.47
2014-02-07,36.56,519.68,361.08,64.32,112.61,56.62,90.04,90.58,130.33,37.18,163.63,55.01,16.82,31.79
2014-02-10,36.8,528.99,360.87,63.548,112.61,56.74,91.07,89.52,129.7,37.16,170.11,54.99,16.72,31.51
2014-02-11,37.175,535.96,361.79,64.851,113.61,57.43,92.97,90.84,130.98,37.95,174.43,55.19,16.88,31.97
2014-02-12,37.47,535.92,349.25,64.45,113.3,57.52,92.42,91.08,130.44,38.26,175.86,54.91,16.75,31.98
2014-02-13,37.61,544.43,357.2,67.33,114.7,58.03,92.56,91.43,130.14,38.72,180.0,54.66,16.75,31.98
2014-02-14,37.62,543.99,357.35,67.09,114.95,58.15,92.76,94.11,132.12,38.81,180.55,54.58,16.7,31.79
2014-02-18,37.42,545.99,353.65,67.3,114.73,58.49,92.17,94.07,131.8,38.93,181.06,55.32,16.47,31.76
2014-02-19,37.51,537.37,347.38,68.06,113.36,57.26,91.64,93.95,130.56,38.76,180.41,53.8,16.2,31.13
2014-02-20,37.75,531.15,349.8,69.63,113.1,57.58,92.38,95.37,131.56,38.95,179.06,53.52,16.3,31.18
2014-02-21,37.98,525.25,346.76,68.59,113.18,57.61,91.52,95.03,131.57,38.82,181.52,52.98,16.29,31.35
2014-02-24,37.69,527.55,351.78,70.78,113.2,58.03,91.11,96.44,132.2,38.98,183.55,54.31,16.53,31.8
2014-02-25,37.54,522.06,358.32,69.85,113.94,57.03,91.11,96.31,132.93,39.25,182.63,53.46,16.34,31.45
2014-02-26,37.47,517.35,359.8,69.26,113.7,56.75,91.11,95.79,132.86,39.39,182.57,53.15,16.33,31.4
2014-02-27,37.86,527.67,360.13,68.94,114.58,56.69,91.36,95.84,134.34,39.79,183.89,52.93,16.49,31.87
2014-02-28,38.31,526.24,362.1,68.46,115.78,56.82,92.12,96.27,134.73,39.78,176.8,52.33,16.53,32.0
2014-03-03,37.78,527.76,359.78,67.41,116.06,56.21,91.56,95.5,132.21,39.33,172.43,52.3,16.3,31.87
2014-03-04,38.41,531.24,363.9,68.8,118.57,57.26,93.34,96.52,132.68,40.12,173.44,55.125,16.73,32.4
2014-03-05,38.11,532.36,372.37,71.57,118.98,58.16,92.59,93.8,133.85,39.79,171.0,54.07,17.25,32.44
2014-03-06,38.15,530.75,372.16,70.84,121.2,58.9,92.89,93.76,134.08,39.73,168.55,54.75,17.35,32.76
2014-03-07,37.9,530.44,372.06,69.8,122.67,59.4,93.32,94.99,134.11,39.57,168.05,55.28,17.33,33.51
2014-03-10,37.82,530.92,370.53,72.03,124.1,59.2,93.45,95.5,133.56,39.82,180.0,55.6,17.47,33.34
2014-03-11,38.02,536.09,368.82,70.1,124.69,58.19,93.49,94.01,132.51,39.71,175.95,54.28,17.27,33.22
2014-03-12,38.27,536.61,370.64,70.88,125.17,57.92,93.6,94.21,132.57,39.66,177.9,54.32,17.28,33.3
2014-03-13,37.89,530.65,371.51,68.83,123.61,57.42,93.0,93.64,130.81,39.23,175.17,52.38,17.16,33.17
2014-03-14,37.7,524.69,373.74,67.72,122.51,56.8,92.81,93.47,129.83,38.97,175.28,52.74,16.8,33.13
2014-03-17,38.05,526.74,375.04,68.74,123.36,57.58,93.93,94.32,132.27,39.51,177.99,53.45,17.11,33.37
2014-03-18,39.55,531.4,378.77,69.19,123.28,58.06,93.94,94.71,132.74,39.73,180.94,54.78,17.19,33.49
2014-03-19,39.27,531.26,373.23,68.24,122.62,58.3,93.59,93.73,131.23,39.45,175.92,54.16,17.44,34.19
2014-03-20,40.33,528.7,368.97,66.97,124.44,60.11,94.12,94.58,132.43,38.87,173.66,54.72,17.92,35.22
